,beam,class,cleaned_text,class_labels
4060,take great this call,5,take great this call,dnq
4062,i m doing fine great this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is alive it would i wouldn t be interested in that thank you anyway though great,5,i m doing fine great this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is alive it would i wouldn t be interested in that thank you anyway though great,dnq
4063,i m doin fine very well great,5,i m doin fine very well great,dnq
4071,i m not the,5,i m not the,dnq
4072,i m done fine this,5,i m done fine this,dnq
4079,i m no good,5,i m no good,dnq
4085,honorable this,5,honorable this,dnq
4090,in doing good great this,5,in doing good great this,dnq
4102,i m doing great a statue,5,i m doing great a statue,dnq
4104,good this call is,5,good this call is,dnq
4118,i m doing it this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically ordained as he example i don t need it thank you great this call is about a new state regulated fin,5,i m doing it this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically ordained as he example i don t need it thank you great this call is about a new state regulated fin,dnq
4119,oh i m doin real but i m just finishing jacking off this call,5,oh i m doin real but i m just finishing jacking off this call,dnq
4122,no good,5,no good,dnq
4124,i m doing fine what shall i do can i do for you great,5,i m doing fine what shall i do can i do for you great,dnq
4129,a rat this,5,a rat this,dnq
4134,more gray but what can i do for you i,5,more gray but what can i do for you i,dnq
4140,and she who but were pleased this,5,and she who but were pleased this,dnq
4143,do good great this call,5,do good great this call,dnq
4148,dear this,5,dear this,dnq
4149,is hello,5,is hello,dnq
4152,then all right,5,then all right,dnq
4154,drink good great this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expense it is over i m going that way now thanks i,5,drink good great this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expense it is over i m going that way now thanks i,dnq
4161,do good,5,do good,dnq
4162,do good great,5,do good great,dnq
4168,balcony,5,balcony,dnq
4175,i m fine amy this,5,i m fine amy this,dnq
4176,there i m right,5,there i m right,dnq
4177,how like you call war,5,how like you call war,dnq
4178,forgive okay how,5,forgive okay how,dnq
4182,pretty good pretty good great,5,pretty good pretty good great,dnq
4185,i m doin fine,5,i m doin fine,dnq
4190,am i great,5,am i great,dnq
4199,up great,5,up great,dnq
4203,this call it about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specific his own neighbour don t need it and stop calling me about her more about it now i completely understand that but these new fordable plans have just been approved in your state and everyone qualified i don t need it i don t need it,5,this call it about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specific his own neighbour don t need it and stop calling me about her more about it now i completely understand that but these new fordable plans have just been approved in your state and everyone qualified i don t need it i don t need it,dnq
4204,great grape,5,great grape,dnq
4209,i m good grace this,5,i m good grace this,dnq
4212,make good by great but,5,make good by great but,dnq
4213,i find it grape,5,i find it grape,dnq
4216,and great this,5,and great this,dnq
4220,despair this,5,despair this,dnq
4226,the fun great this call is,5,the fun great this call is,dnq
4230,sing great,5,sing great,dnq
4232,too i,5,too i,dnq
4233,beth very good great this,5,beth very good great this,dnq
4234,i do it,5,i do it,dnq
4235,tis fine what can i do for you at,5,tis fine what can i do for you at,dnq
4241,hello this,5,hello this,dnq
4244,in fine thank you great this call,5,in fine thank you great this call,dnq
4246,what can i do for you grace this,5,what can i do for you grace this,dnq
4248,really good great are you all about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation mason expenses it is specification in the mornin i dare it good by grace this call is abandoned,5,really good great are you all about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation mason expenses it is specification in the mornin i dare it good by grace this call is abandoned,dnq
4249,to grace,5,to grace,dnq
4250,farm,5,farm,dnq
4251,good what s that,5,good what s that,dnq
4252,i m doing it this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses and you have already got here rather thank you thank you would you like to learn more about it no thank you i completely understand that but these new fordable plans have just been approved,5,i m doing it this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses and you have already got here rather thank you thank you would you like to learn more about it no thank you i completely understand that but these new fordable plans have just been approved,dnq
4253,boca this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cousin it is all an i m all ri i m already in there but in everything taken care o great call it about a new light regulated any events in durance plan which covers a hundred ppercentof your burial funeral or claim ation expositor i say an i m already in me and good by and what would you like to her more about it i don t know i know when i m already dat man into into the baby i completely understand that,5,boca this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cousin it is all an i m all ri i m already in there but in everything taken care o great call it about a new light regulated any events in durance plan which covers a hundred ppercentof your burial funeral or claim ation expositor i say an i m already in me and good by and what would you like to her more about it i don t know i know when i m already dat man into into the baby i completely understand that,dnq
4260,don t go great this,5,don t go great this,dnq
4261,i m always going to scrape great political now regulated final expense insurance plan which covers a hundred percent of your burial funeral money motion it god do so get me an i m already paid up my dear would you like to learn more about it no i completely understood,5,i m always going to scrape great political now regulated final expense insurance plan which covers a hundred percent of your burial funeral money motion it god do so get me an i m already paid up my dear would you like to learn more about it no i completely understood,dnq
4265,not a bit this,5,not a bit this,dnq
4267,i m thirty five years old i m doin jest great why do i see in your citizens care that s your problem this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specific specifically to arnold when i turned a senior citizen until then don t bother me i m not a senior citizen and i m,5,i m thirty five years old i m doin jest great why do i see in your citizens care that s your problem this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specific specifically to arnold when i turned a senior citizen until then don t bother me i m not a senior citizen and i m,dnq
4271,and then it all right,5,and then it all right,dnq
4273,flying great,5,flying great,dnq
4281,they were that man,5,they were that man,dnq
4288,i m don fin you with tom,5,i m don fin you with tom,dnq
4289,good wine great this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically to high power than that taken care of thank you the war would you like to learn more about it,5,good wine great this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically to high power than that taken care of thank you the war would you like to learn more about it,dnq
4296,go,5,go,dnq
4297,i m do fine this color even regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically designed for the people on on the concordat authority to what you say it this call is about a new state regulated finally,5,i m do fine this color even regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically designed for the people on on the concordat authority to what you say it this call is about a new state regulated finally,dnq
4300,pretty good thank you great,5,pretty good thank you great,dnq
4301,in what can i do for you today i,5,in what can i do for you today i,dnq
4302,no bed,5,no bed,dnq
4305,i m going to go on i,5,i m going to go on i,dnq
4308,good god great this,5,good god great this,dnq
4310,good man the writer this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expensive it is specifically designers about lake please you stop right here not interested i can play and all that i thank you for going by would you like,5,good man the writer this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expensive it is specifically designers about lake please you stop right here not interested i can play and all that i thank you for going by would you like,dnq
4311,afar,5,afar,dnq
4316,said,5,said,dnq
4318,that great,5,that great,dnq
4321,i thank you,5,i thank you,dnq
4322,that like he was when i talked to you yesterday this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation and says as you must use it on me yesterday all that kind of stiff an i told you jane right now i m not as you like to learn more about art by thank you don t call,5,that like he was when i talked to you yesterday this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation and says as you must use it on me yesterday all that kind of stiff an i told you jane right now i m not as you like to learn more about art by thank you don t call,dnq
4323,another,5,another,dnq
4337,i m doing all right old timer,5,i m doing all right old timer,dnq
4341,do not say how can i help,5,do not say how can i help,dnq
4345,fine fine,5,fine fine,dnq
4350,firing great this call,5,firing great this call,dnq
4355,hello and that this,5,hello and that this,dnq
4360,madly the regard of a woman may regulate the final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically designed designed for the people on fixed income or social security would you like to learn more about it i would like for you to send it to me in the mail soon i m burying the rest of it but if i don t get it mike and not giving out no information over to the telephone but mail me copy i do want it i can only understand that you made to me at the address you have listed i do want to trick out an ancient for i do not have one tale but i want one and all i ve been lookin at it but i m not giving out no information or telephone,5,madly the regard of a woman may regulate the final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically designed designed for the people on fixed income or social security would you like to learn more about it i would like for you to send it to me in the mail soon i m burying the rest of it but if i don t get it mike and not giving out no information over to the telephone but mail me copy i do want it i can only understand that you made to me at the address you have listed i do want to trick out an ancient for i do not have one tale but i want one and all i ve been lookin at it but i m not giving out no information or telephone,dnq
4362,a pretty near but i m only twenty five years old right this,5,a pretty near but i m only twenty five years old right this,dnq
4364,i m good in it,5,i m good in it,dnq
4365,and thank you great,5,and thank you great,dnq
4366,night this,5,night this,dnq
4374,done excellent well whoever you are to find what he got up to right,5,done excellent well whoever you are to find what he got up to right,dnq
4376,confound o this,5,confound o this,dnq
4380,as that,5,as that,dnq
4381,ain t it a senior yet it okay great,5,ain t it a senior yet it okay great,dnq
4382,i m all right this,5,i m all right this,dnq
4386,a little case this,5,a little case this,dnq
4388,i get what you call this,5,i get what you call this,dnq
4389,in,5,in,dnq
4390,from the not,5,from the not,dnq
4392,good grave,5,good grave,dnq
4397,mike this,5,mike this,dnq
4404,i m going,5,i m going,dnq
4405,good nova,5,good nova,dnq
4406,all right i thought after five o clock i wouldn t be getting all these calls,5,all right i thought after five o clock i wouldn t be getting all these calls,dnq
4409,auntie great,5,auntie great,dnq
4410,fine great this call is,5,fine great this call is,dnq
4411,i put it god great,5,i put it god great,dnq
4414,were you are you completely understand that,5,were you are you completely understand that,dnq
4416,i m doing pretty good but i can t hardly hear ye great,5,i m doing pretty good but i can t hardly hear ye great,dnq
4419,good yes and huge great,5,good yes and huge great,dnq
4421,so we have lots of seniors sir this,5,so we have lots of seniors sir this,dnq
4423,good cannot do,5,good cannot do,dnq
4432,i m good,5,i m good,dnq
4433,find to be that her old father pat,5,find to be that her old father pat,dnq
4435,a heavy plated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically designed for the people the people on fixed income or social security would you like to learn more about it no i,5,a heavy plated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically designed for the people the people on fixed income or social security would you like to learn more about it no i,dnq
4438,this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expense these already assuredly like to learn more about your adversary already,5,this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expense these already assuredly like to learn more about your adversary already,dnq
4439,ttodaygood grace this,5,ttodaygood grace this,dnq
4440,doing good,5,doing good,dnq
4456,very good grape,5,very good grape,dnq
4457,wellgood great,5,wellgood great,dnq
4458,good can you hollo down alive,5,good can you hollo down alive,dnq
4459,born for,5,born for,dnq
4471,avoca great,5,avoca great,dnq
4472,the intent this,5,the intent this,dnq
4474,and fine thank you great this,5,and fine thank you great this,dnq
4477,i guess this,5,i guess this,dnq
4482,i m very good great this,5,i m very good great this,dnq
4484,inside this,5,inside this,dnq
4497,come then this,5,come then this,dnq
4503,not great,5,not great,dnq
4504,oh are you going about insurance,5,oh are you going about insurance,dnq
4524,i m fine thank you grace,5,i m fine thank you grace,dnq
4528,thank you i m doing good,5,thank you i m doing good,dnq
4531,and frank,5,and frank,dnq
4534,is wonderful,5,is wonderful,dnq
4535,in what can i do for you great,5,in what can i do for you great,dnq
4538,i m fine thank you grace this,5,i m fine thank you grace this,dnq
4545,from your back,5,from your back,dnq
4553,fine amy great,5,fine amy great,dnq
4559,fine till you called this,5,fine till you called this,dnq
4560,all right pretty good,5,all right pretty good,dnq
4569,i m doing good amy what can i do for you great,5,i m doing good amy what can i do for you great,dnq
4570,rest,5,rest,dnq
4571,then ok what do you want,5,then ok what do you want,dnq
4574,red consider get out she sounded,5,red consider get out she sounded,dnq
4582,in you know i really don t want to make a final and insurance land which covers a hundred percent of your burial funeral or cremation expenses it is specifically design design for this call is about a new state regulated final expense insurance plan are over a hundred person of your barrier funeral cremation to count either specifically designed for the people on fixed income or social security would you like to learn more about it no i completely understand that but these new fordable plans have just been approved in your state and everyone qualified so our products all agree,5,in you know i really don t want to make a final and insurance land which covers a hundred percent of your burial funeral or cremation expenses it is specifically design design for this call is about a new state regulated final expense insurance plan are over a hundred person of your barrier funeral cremation to count either specifically designed for the people on fixed income or social security would you like to learn more about it no i completely understand that but these new fordable plans have just been approved in your state and everyone qualified so our products all agree,dnq
4583,and go grace,5,and go grace,dnq
4584,give,5,give,dnq
4585,fine great this call is a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is it is specifically designed for the people on fixed income or social security i don t need any writing more about it no i can t talk right now my work i understand but it,5,fine great this call is a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is it is specifically designed for the people on fixed income or social security i don t need any writing more about it no i can t talk right now my work i understand but it,dnq
4587,i do that this call,5,i do that this call,dnq
4598,and anyway this calls on a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation nation expenses it is specifically designed for the people on fixed income or social security would you like to learn more about it no thank you i completely understood,5,and anyway this calls on a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation nation expenses it is specifically designed for the people on fixed income or social security would you like to learn more about it no thank you i completely understood,dnq
4600,i m doing good doing good great this call,5,i m doing good doing good great this call,dnq
4601,i am doing fine,5,i am doing fine,dnq
4602,good this call is on a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically finally designed for the people on fixed income or social security would you like to learn more about it yep,5,good this call is on a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically finally designed for the people on fixed income or social security would you like to learn more about it yep,dnq
4603,i m done in may,5,i m done in may,dnq
4608,i m doing good amy great,5,i m doing good amy great,dnq
4609,right and left good by this,5,right and left good by this,dnq
4610,than i great,5,than i great,dnq
4612,retired,5,retired,dnq
4620,is it great,5,is it great,dnq
4621,but this,5,but this,dnq
4626,i m good greg this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral oration expense but in more sure thank you for callers never get back a great this call is about a new state regulators final expense in,5,i m good greg this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral oration expense but in more sure thank you for callers never get back a great this call is about a new state regulators final expense in,dnq
4628,grey,5,grey,dnq
4630,i m going fine this called out a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically designed for the for the people on fixed income or social security would you like to learn more about it i think i already have that i can bear i,5,i m going fine this called out a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically designed for the for the people on fixed income or social security would you like to learn more about it i think i already have that i can bear i,dnq
4633,george this call,5,george this call,dnq
4635,man,5,man,dnq
4636,i m doing ok this,5,i m doing ok this,dnq
4641,an,5,an,dnq
4644,i m doing fine thank you great this call,5,i m doing fine thank you great this call,dnq
4645,i m going out this,5,i m going out this,dnq
4650,houp,5,houp,dnq
4654,i m doing fine great,5,i m doing fine great,dnq
4656,fine thank you how great this calls about a new state regulated final expense insurance plan which covers a hundred percent are in a funeral the sure and then it is then oh dear would you like to learn more about it no thank you i completely understand that but these new fordable plans have just been approved,5,fine thank you how great this calls about a new state regulated final expense insurance plan which covers a hundred percent are in a funeral the sure and then it is then oh dear would you like to learn more about it no thank you i completely understand that but these new fordable plans have just been approved,dnq
4660,i am all right,5,i am all right,dnq
4664,good good amy where you going great,5,good good amy where you going great,dnq
4665,laura,5,laura,dnq
4666,i m doing the best i can dear this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically i have already thank you very much thank you ogre this call is about a new state,5,i m doing the best i can dear this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically i have already thank you very much thank you ogre this call is about a new state,dnq
4676,i am angry great this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically too however i don t mean none i ve already got myself and my burial are learn more about it no,5,i am angry great this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically too however i don t mean none i ve already got myself and my burial are learn more about it no,dnq
4683,thank you,5,thank you,dnq
4685,i m going all right will you laugh when you hear me yes i can tell you,5,i m going all right will you laugh when you hear me yes i can tell you,dnq
4686,and i call,5,and i call,dnq
4688,what are you selling i,5,what are you selling i,dnq
4703,are you great this,5,are you great this,dnq
4719,if he thinks i m good you re right,5,if he thinks i m good you re right,dnq
4724,i m done good,5,i m done good,dnq
4730,here ma am,5,here ma am,dnq
4737,i m grey gregg,5,i m grey gregg,dnq
4741,no no,5,no no,dnq
4746,good gregg,5,good gregg,dnq
4758,this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specific specifically a rhyme for the people but i ve done get that taken care of and more about it now i m not interested thank you anyway i completely,5,this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specific specifically a rhyme for the people but i ve done get that taken care of and more about it now i m not interested thank you anyway i completely,dnq
4759,is great thank you for it this,5,is great thank you for it this,dnq
4762,coal,5,coal,dnq
4767,yes this call is about a new state regulating a final romance insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is be polly designed for us do you like to learn more about it yes,5,yes this call is about a new state regulating a final romance insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is be polly designed for us do you like to learn more about it yes,dnq
4769,brigand great,5,brigand great,dnq
4777,i m fine some good,5,i m fine some good,dnq
4779,a gray,5,a gray,dnq
4780,no cary yes,5,no cary yes,dnq
4781,an what can i do for you great,5,an what can i do for you great,dnq
4782,i m doing well,5,i m doing well,dnq
4783,and doing good great,5,and doing good great,dnq
4785,i don t find us,5,i don t find us,dnq
4786,how fine are you called i m sick of the hall is about it a late final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses i pacifically would you like to learn more about it,5,how fine are you called i m sick of the hall is about it a late final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses i pacifically would you like to learn more about it,dnq
4787,and doing fine what can i do for you great this calls about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically if none for the people i m not interested by oh i completely understand that but these new and fordable plans have just,5,and doing fine what can i do for you great this calls about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically if none for the people i m not interested by oh i completely understand that but these new and fordable plans have just,dnq
4790,amy just fine yes what is it dear light,5,amy just fine yes what is it dear light,dnq
4793,o god this,5,o god this,dnq
4795,oh pretty good great this,5,oh pretty good great this,dnq
4797,if good i m tryin to tryin to eat and break,5,if good i m tryin to tryin to eat and break,dnq
4799,fun finer great,5,fun finer great,dnq
4801,a girl,5,a girl,dnq
4802,great this call is about a new state regulated final expense insurance plan which covers a hundred percent of our love and sharing my kansas it is specifically designed no people but i have no would you like to learn more about it,5,great this call is about a new state regulated final expense insurance plan which covers a hundred percent of our love and sharing my kansas it is specifically designed no people but i have no would you like to learn more about it,dnq
4807,fine thank you,5,fine thank you,dnq
4811,go and plan this call,5,go and plan this call,dnq
4814,humpy grey this,5,humpy grey this,dnq
4815,i m doing just fine kind of busy right right all,5,i m doing just fine kind of busy right right all,dnq
4824,gee i love this,5,gee i love this,dnq
4825,i i thank you great this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses so it is only the time i m all feed with the same set thank you very much would you like to learn more about it,5,i i thank you great this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses so it is only the time i m all feed with the same set thank you very much would you like to learn more about it,dnq
4827,gray great this,5,gray great this,dnq
4829,to this,5,to this,dnq
4832,i find great,5,i find great,dnq
4836,this fine if you call,5,this fine if you call,dnq
4838,thank you you great,5,thank you you great,dnq
4840,i m doing just fine ma am great,5,i m doing just fine ma am great,dnq
4844,i m doing good by this call this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses,5,i m doing good by this call this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses,dnq
4849,i honour me yes,5,i honour me yes,dnq
4852,i m fine how d you get this number,5,i m fine how d you get this number,dnq
4856,i m doin purty good for an old man the farmer had a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is it is specifically designed for the people on fixed income or social security would you like to learn more about it no no i m going to live forever i completely understand that,5,i m doin purty good for an old man the farmer had a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is it is specifically designed for the people on fixed income or social security would you like to learn more about it no no i m going to live forever i completely understand that,dnq
4859,very good very good sometimes,5,very good very good sometimes,dnq
4861,very well thank you greet this hall is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specific does not exist as i ve already taken care of a bird would like to learn more about it we always had taken,5,very well thank you greet this hall is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specific does not exist as i ve already taken care of a bird would like to learn more about it we always had taken,dnq
4864,an go great this,5,an go great this,dnq
4867,what i,5,what i,dnq
4868,i m doing just fine this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically drawn and you know it i ll pay for thank you very much i understand,5,i m doing just fine this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically drawn and you know it i ll pay for thank you very much i understand,dnq
4870,fine this,5,fine this,dnq
4871,i was doing great do you call great,5,i was doing great do you call great,dnq
4873,all right what,5,all right what,dnq
4874,but but i completely understand that but these new fordable plans have just been approved in your state and everyone qualified so our property especially since guzra pinkie please give me greta this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial in your criminal expensive it is specifically designed for the people on income,5,but but i completely understand that but these new fordable plans have just been approved in your state and everyone qualified so our property especially since guzra pinkie please give me greta this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial in your criminal expensive it is specifically designed for the people on income,dnq
4882,am i but,5,am i but,dnq
4884,doing good i,5,doing good i,dnq
4890,i m doing all right this,5,i m doing all right this,dnq
4893,fine grape,5,fine grape,dnq
4894,how are you how are you,5,how are you how are you,dnq
4897,more refined this,5,more refined this,dnq
4899,doing good thank you how can i help you,5,doing good thank you how can i help you,dnq
4901,don t pin this call is about a date regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically designed for the people people on fixed income or social security would you like to learn more about,5,don t pin this call is about a date regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically designed for the people people on fixed income or social security would you like to learn more about,dnq
4906,a fine fire this,5,a fine fire this,dnq
4908,oh i m doing fine great,5,oh i m doing fine great,dnq
4915,into bed,5,into bed,dnq
4916,i make this call,5,i make this call,dnq
4919,great the putting on a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses hence it is specifically designed for the people on fixed income or social security would you like to learn more about it i suppose so yes took note saint an tween the age of forty and eighty now i m a little bit more than that so thank you for calling me i appreciate it,5,great the putting on a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses hence it is specifically designed for the people on fixed income or social security would you like to learn more about it i suppose so yes took note saint an tween the age of forty and eighty now i m a little bit more than that so thank you for calling me i appreciate it,dnq
4921,lord god great,5,lord god great,dnq
4933,just fine i told you the same thing yesterday good bye grape,5,just fine i told you the same thing yesterday good bye grape,dnq
4934,i m doin fine you ve been mated all day this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral marconi sense it all they specifically devoted to my repeating it would you like to learn more about it no i understand but it s not going to take much time i have a production line that wholesome options and you can take your time to make a decision would you like to learn more about it,5,i m doin fine you ve been mated all day this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral marconi sense it all they specifically devoted to my repeating it would you like to learn more about it no i understand but it s not going to take much time i have a production line that wholesome options and you can take your time to make a decision would you like to learn more about it,dnq
4941,a fine i say i know it,5,a fine i say i know it,dnq
4944,a curse,5,a curse,dnq
4946,and look this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically designed either trust you not to interrupt you but my my law feel sure is a saint gerald i may warn you that my lad,5,and look this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically designed either trust you not to interrupt you but my my law feel sure is a saint gerald i may warn you that my lad,dnq
4958,god,5,god,dnq
4959,gut gut great,5,gut gut great,dnq
4960,i don t this,5,i don t this,dnq
4963,wonder this,5,wonder this,dnq
4976,good great,5,good great,dnq
4977,i m doing sad,5,i m doing sad,dnq
4978,i m doing fine at,5,i m doing fine at,dnq
4980,i m good how are you right this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is would you like to learn more about,5,i m good how are you right this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is would you like to learn more about,dnq
4981,i m fine thank you great it is called the new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is is specifically designed for the people on fixed income or social security would you like to learn more about,5,i m fine thank you great it is called the new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is is specifically designed for the people on fixed income or social security would you like to learn more about,dnq
4987,how pretty good great this,5,how pretty good great this,dnq
4993,i thank you ma am grade and,5,i thank you ma am grade and,dnq
4994,i find it great,5,i find it great,dnq
4996,do i,5,do i,dnq
4997,fine thank you great,5,fine thank you great,dnq
5001,really good great,5,really good great,dnq
5006,not too bad not to bed to bed at all what are you up to hear that this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is tea time can i say something yes we re already set up with the funeral hum so won t need an thank you though,5,not too bad not to bed to bed at all what are you up to hear that this call is about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is tea time can i say something yes we re already set up with the funeral hum so won t need an thank you though,dnq
5008,on fire great this,5,on fire great this,dnq
5009,really i called about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral away waiting for i ve been waiting for this for a long time i take it are more about it,5,really i called about a new state regulated final expense insurance plan which covers a hundred percent of your burial funeral away waiting for i ve been waiting for this for a long time i take it are more about it,dnq
5011,pretty good the great,5,pretty good the great,dnq
5014,mine well peter can you hear,5,mine well peter can you hear,dnq
5018,then,5,then,dnq
5019,i m doing good,5,i m doing good,dnq
5025,can so far what do you,5,can so far what do you,dnq
5026,in all right,5,in all right,dnq
5036,hoke,5,hoke,dnq
5038,this call is about a date regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically designed for the for the people on fixed income or social security would you like to learn more about it home,5,this call is about a date regulated final expense insurance plan which covers a hundred percent of your burial funeral or cremation expenses it is specifically designed for the for the people on fixed income or social security would you like to learn more about it home,dnq
5039,nora that s all you get this,5,nora that s all you get this,dnq
5044,it,5,it,dnq
5046,under it this,5,under it this,dnq
5047,just five great,5,just five great,dnq
5048,good thank you,5,good thank you,dnq
5050,i m fine thank you and i already delivered my,5,i m fine thank you and i already delivered my,dnq
5051,in fine what can i help you i,5,in fine what can i help you i,dnq
5060,your five five a great,5,your five five a great,dnq
5065,ah i guess i gave this,5,ah i guess i gave this,dnq
5072,sir this,5,sir this,dnq
5079,come all right along can you hear,5,come all right along can you hear,dnq
5082,under,5,under,dnq
5085,nope,5,nope,dnq
5086,amy i m fine what can i do for you,5,amy i m fine what can i do for you,dnq
5087,by god amy this,5,by god amy this,dnq
5094,do sir this,5,do sir this,dnq
5097,i m above ground this,5,i m above ground this,dnq
5099,better,5,better,dnq
5106,i m going fantastic great,5,i m going fantastic great,dnq
5107,can you hear will go yes great,5,can you hear will go yes great,dnq
5108,to say this,5,to say this,dnq
5114,pray go,5,pray go,dnq
5117,he is thinking a good thank you at,5,he is thinking a good thank you at,dnq
5120,are you in,5,are you in,dnq
5123,and doing wonderful,5,and doing wonderful,dnq
5127,date,5,date,dnq
5130,i m good how could i help,5,i m good how could i help,dnq
