audio_tag,actual_english,class,cleaned_text,class_labels
13,i am good day how about you and i have all the insurance honey but appreciate your call thank you,0,i am good day how about you and i have all the insurance honey but appreciate your call thank you,already_insured
10,oh my god this is a mumble person,10,oh my god this is a mumble person,other
10,what i can do for you anny,10,what i can do for you anny,other
6,oh i m good yes i m good,7,oh i m good yes i m good,greetings
5,i m good why are you calling me this time at night,4,i m good why are you calling me this time at night,dnc
8,hello yes i told you not to call here i don t want it bye bye,9,hello yes i told you not to call here i don t want it bye bye,not_intrested
6,fine what can i do for you today,7,fine what can i do for you today,greetings
5,please take this number out of list,4,please take this number out of list,dnc
16,alright how are you,6,alright how are you,greetback
14,amy are you a robot or a recording ,2,amy are you a robot or a recording ,bot
6,i ve been better ,7,i ve been better ,greetings
6,i m fine amy are you a senior citizen,7,i m fine amy are you a senior citizen,greetings
5,shitty,4,shitty,dnc
7,i m only 36 i m not senior,5,i m only 36 i m not senior,dnq
1,yeah yeah,11,yeah yeah,positive
10,okay i m in germany can i help you,10,okay i m in germany can i help you,other
6,i m doing alright who you want to speak to,7,i m doing alright who you want to speak to,greetings
13,yeah i have it enough,0,yeah i have it enough,already_insured
6,uh okay,7,uh okay,greetings
16,i m good you,6,i m good you,greetback
15,not good at all ,12,not good at all ,sorry_greeting
5,u again today again again fuck it fuck it,4,u again today again again fuck it fuck it,dnc
2,not now,8,not now,negative
6,amy i m doing great,7,amy i m doing great,greetings
8,hello we ve already mumbling today i m not interested ,9,hello we ve already mumbling today i m not interested ,not_intrested
15,i m not doing good,12,i m not doing good,sorry_greeting
16,very well how are you,6,very well how are you,greetback
6,hello no amy,7,hello no amy,greetings
4,i m sorry i can t talk right now on the phone,3,i m sorry i can t talk right now on the phone,busy
10,sleepy,10,sleepy,other
16,good how are you ,6,good how are you ,greetback
6,i m okay god,7,i m okay god,greetings
1,yes i do,11,yes i do,positive
6,okay,7,okay,greetings
8,hello i don t want to mumbling in a meeting ah go ahead and switch me over please oh oh  ,9,hello i don t want to mumbling in a meeting ah go ahead and switch me over please oh oh  ,not_intrested
16,doing good amy how are you doing,6,doing good amy how are you doing,greetback
10,a,10,a,other
15,not any well  mumbling,12,not any well  mumbling,sorry_greeting
15,since you called amy i m not doing well at all thank you,12,since you called amy i m not doing well at all thank you,sorry_greeting
10,mm hmm,10,mm hmm,other
6,hello how can i help you,7,hello how can i help you,greetings
6,i be good,7,i be good,greetings
5,freaking caller id are using people s number stop here,4,freaking caller id are using people s number stop here,dnc
6,oh hi amy i m okay,7,oh hi amy i m okay,greetings
16,okay how are you,6,okay how are you,greetback
6,ahh i m doing really really good,7,ahh i m doing really really good,greetings
16,oh good how about you,6,oh good how about you,greetback
4,sorry i am busy right now,3,sorry i am busy right now,busy
16,i m great amy how are you ,6,i m great amy how are you ,greetback
16,oh i m not fine and you,6,oh i m not fine and you,greetback
15,i m tired,12,i m tired,sorry_greeting
6,hey amy i m fine,7,hey amy i m fine,greetings
6,fantastic,7,fantastic,greetings
4,okay i m at work,3,okay i m at work,busy
6,i m fine mam alright,7,i m fine mam alright,greetings
10,amy where are you located ,10,amy where are you located ,other
5,hey anne i am great don t fucking call me anymor,4,hey anne i am great don t fucking call me anymor,dnc
6,okay is this about senior service,7,okay is this about senior service,greetings
10,what i am when i am a fan,10,what i am when i am a fan,other
6,i m doing good,7,i m doing good,greetings
2,not really senior citizen care,8,not really senior citizen care,negative
5,great but if you get off my damn phone,4,great but if you get off my damn phone,dnc
6,i am doing very well,7,i am doing very well,greetings
16,i m wonderful how are you,6,i m wonderful how are you,greetback
4,and i will call you back as soon as possible have a good day,3,and i will call you back as soon as possible have a good day,busy
1,i am that s correct,11,i am that s correct,positive
9,bueno,13,bueno,spanish
15,dead,12,dead,sorry_greeting
15,i am not so well,12,i am not so well,sorry_greeting
10,are you capable enough,10,are you capable enough,other
5,i wish you stop calling me because i m not interested,4,i wish you stop calling me because i m not interested,dnc
10,seven nine six seven,10,seven nine six seven,other
16,oh i am just great how are you doing,6,oh i am just great how are you doing,greetback
6,fine mam,7,fine mam,greetings
16,i m doing good amy how about you,6,i m doing good amy how about you,greetback
6,yeah have a great day goodbye,7,yeah have a great day goodbye,greetings
9,i dont know english mumbling,13,i dont know english mumbling,spanish
4,oh kinda go to bed,3,oh kinda go to bed,busy
6,okay  are you calling about insurance,7,okay  are you calling about insurance,greetings
6,fine thank you,7,fine thank you,greetings
6,not bad,7,not bad,greetings
6,fair,7,fair,greetings
6,it s bruce how may i help you i m fine amy i have a post hole digger i ll just take care of myself have a very nice day  ,7,it s bruce how may i help you i m fine amy i have a post hole digger i ll just take care of myself have a very nice day  ,greetings
16,fine how about yourself,6,fine how about yourself,greetback
6,oh good but the owner of the house is not here,7,oh good but the owner of the house is not here,greetings
6,i d  be good,7,i d  be good,greetings
6,too good,7,too good,greetings
5,do not call us,4,do not call us,dnc
10,no answer ,10,no answer ,other
16,fantastic amy how are you,6,fantastic amy how are you,greetback
10,what state am i in,10,what state am i in,other
13,well amy i m doing real well and i don t need senior citizens care i got the va,0,well amy i m doing real well and i don t need senior citizens care i got the va,already_insured
10,sure i can hear you what do you want,10,sure i can hear you what do you want,other
16,amy i m fine how are you,6,amy i m fine how are you,greetback
6,i m fine what do you need,7,i m fine what do you need,greetings
10,i missed that say that again,10,i missed that say that again,other
15,i m half dead about to die any minute,12,i m half dead about to die any minute,sorry_greeting
6,well still alive,7,well still alive,greetings
5,don t call it hey i don t know you,4,don t call it hey i don t know you,dnc
15,not very well how about you,12,not very well how about you,sorry_greeting
16,i m doing fine what about you,6,i m doing fine what about you,greetback
15,not very good no thankyou ,12,not very good no thankyou ,sorry_greeting
6,okay what s this about,7,okay what s this about,greetings
6,wonderful,7,wonderful,greetings
5,please take me off your fucking list you re waking me up i am forty i m eighty four years old ,4,please take me off your fucking list you re waking me up i am forty i m eighty four years old ,dnc
15,i m not real well,12,i m not real well,sorry_greeting
1,correct yes,11,correct yes,positive
6,marvellous,7,marvellous,greetings
6,i m fine mam,7,i m fine mam,greetings
15,i m not doing too good i got the case of shingles,12,i m not doing too good i got the case of shingles,sorry_greeting
16,i m just fine how about yourself,6,i m just fine how about yourself,greetback
8,i m doing alright but i m not buying what you sell,9,i m doing alright but i m not buying what you sell,not_intrested
5,i don t know but i ve already talked to you three or four times present in the last week ,4,i don t know but i ve already talked to you three or four times present in the last week ,dnc
10,goodbye,10,goodbye,other
16,okay whats up,6,okay whats up,greetback
2,hello hello ah no thankyou,8,hello hello ah no thankyou,negative
1,yeah  i do ,11,yeah  i do ,positive
10,email is everywhere,10,email is everywhere,other
6,good thank you how can i help you,7,good thank you how can i help you,greetings
6,ah just lovely,7,ah just lovely,greetings
14,i don t speak to robots,2,i don t speak to robots,bot
10,who wants to know that ,10,who wants to know that ,other
10,hello can i ask a question,10,hello can i ask a question,other
10,thank you ,10,thank you ,other
16,oh not today how you doing today,6,oh not today how you doing today,greetback
6,fine i am doing alright,7,fine i am doing alright,greetings
6,i m doing just alright,7,i m doing just alright,greetings
7,i m alright but i m not interested in the insurancce i m sorry but i m too old,5,i m alright but i m not interested in the insurancce i m sorry but i m too old,dnq
16,i m good i m fine how you doing ,6,i m good i m fine how you doing ,greetback
5,mam i am sick and tired of your keep calling me every little bit that s all i ve got is scam calls mam i am very sick and tire of y all   mumbling,4,mam i am sick and tired of your keep calling me every little bit that s all i ve got is scam calls mam i am very sick and tire of y all   mumbling,dnc
10,yeah can you hear me,10,yeah can you hear me,other
15,bad i m tired it s been a long day,12,bad i m tired it s been a long day,sorry_greeting
16,good amy how are you and your family,6,good amy how are you and your family,greetback
6,good good,7,good good,greetings
5,ah better people call me fucking cut bitch,4,ah better people call me fucking cut bitch,dnc
16,i m doing alright how about you,6,i m doing alright how about you,greetback
6,i am well thankyou,7,i am well thankyou,greetings
6,amazing,7,amazing,greetings
6,oh the same as i was yesterday when you called just fine ,7,oh the same as i was yesterday when you called just fine ,greetings
15,yeah i m sick what do you need ,12,yeah i m sick what do you need ,sorry_greeting
6,i am doing good thank you,7,i am doing good thank you,greetings
6,great  great,7,great  great,greetings
16,i m not doing good how are you,6,i m not doing good how are you,greetback
8,i m not interested,9,i m not interested,not_intrested
5,i dont answer to you guys once or twice so you guys quit calling me,4,i dont answer to you guys once or twice so you guys quit calling me,dnc
16,i m doing good how are you ,6,i m doing good how are you ,greetback
8,oh i m okay but i m not interested dear ,9,oh i m okay but i m not interested dear ,not_intrested
10,oh hi thank you,10,oh hi thank you,other
6,i am doing fine who re you with,7,i am doing fine who re you with,greetings
15,terrible,12,terrible,sorry_greeting
10,mumbling american senior citizen ,10,mumbling american senior citizen ,other
10,sixteen and enjoying my life,10,sixteen and enjoying my life,other
5,how bigger your chest,4,how bigger your chest,dnc
13,yeah i dont need anymore system i already have it paid,0,yeah i dont need anymore system i already have it paid,already_insured
6,i m good who would you like to speak to,7,i m good who would you like to speak to,greetings
5,maybe i m not seeing you again do not call again,4,maybe i m not seeing you again do not call again,dnc
10,whats it about,10,whats it about,other
8,i m fine but i m not interested mam i own my own insurance company okay but you have a nice day,9,i m fine but i m not interested mam i own my own insurance company okay but you have a nice day,not_intrested
6,i m alright what s it about,7,i m alright what s it about,greetings
5,amy you are calling so many god damn times,4,amy you are calling so many god damn times,dnc
6,i am doing good but i don t think you could help me honey,7,i am doing good but i don t think you could help me honey,greetings
15,i m dead,12,i m dead,sorry_greeting
5,fuck you amy,4,fuck you amy,dnc
15,i m not good thank you,12,i m not good thank you,sorry_greeting
10,ah what are you selling,10,ah what are you selling,other
16,i am doing well  how are you doing today,6,i am doing well  how are you doing today,greetback
16,good how about you,6,good how about you,greetback
5,what can i do for you amy this is have heart problems deal,4,what can i do for you amy this is have heart problems deal,dnc
8,i m doing fine but i m not intrested in whatever you got to say,9,i m doing fine but i m not intrested in whatever you got to say,not_intrested
16,i am good how are you,6,i am good how are you,greetback
6,really good,7,really good,greetings
15,i m doing lousy,12,i m doing lousy,sorry_greeting
6,doing fine mam,7,doing fine mam,greetings
15,i m doing horrible,12,i m doing horrible,sorry_greeting
5,i m doing pretty good this is like eleventh time you called me what do you want,4,i m doing pretty good this is like eleventh time you called me what do you want,dnc
16,i guess i am good enough how are you doing ,6,i guess i am good enough how are you doing ,greetback
6,american senior citizen care i m fine,7,american senior citizen care i m fine,greetings
16,fine and you,6,fine and you,greetback
16,i m doing just fine how are you,6,i m doing just fine how are you,greetback
5,please take me off your fucking list,4,please take me off your fucking list,dnc
15,horrible,12,horrible,sorry_greeting
15,not very well,12,not very well,sorry_greeting
10,my ball pitch,10,my ball pitch,other
16,good evening amy how you doing,6,good evening amy how you doing,greetback
5,i m doing fine but what is this concerning i ve had about ten calls today for this,4,i m doing fine but what is this concerning i ve had about ten calls today for this,dnc
6,doing good,7,doing good,greetings
10,what are you calling regarding,10,what are you calling regarding,other
6,i m fine mam how can i help you,7,i m fine mam how can i help you,greetings
10,call disconnected e ,10,call disconnected e ,other
8,i m okay i m not interested in buying anything,9,i m okay i m not interested in buying anything,not_intrested
5,i m gay,4,i m gay,dnc
10,would ve been better if you wouldn t be calling the family,10,would ve been better if you wouldn t be calling the family,other
6,okay is this about medicare,7,okay is this about medicare,greetings
6,doing alright ,7,doing alright ,greetings
6,fine thanks,7,fine thanks,greetings
10,wondering why you call,10,wondering why you call,other
6,oh i m good,7,oh i m good,greetings
6,great well,7,great well,greetings
16,i m doing great how are you,6,i m doing great how are you,greetback
16,i m doing fine how are you,6,i m doing fine how are you,greetback
6,i guess i m doing okay ,7,i guess i m doing okay ,greetings
6,fine i m good,7,fine i m good,greetings
15,no good,12,no good,sorry_greeting
16,oh i m doing okay how about you,6,oh i m doing okay how about you,greetback
6,i am doing fine you,7,i am doing fine you,greetings
3,how may i direct your call,1,how may i direct your call,answering_machine
6,yes  fine,7,yes  fine,greetings
2,i m not a senior citizen ,8,i m not a senior citizen ,negative
6,i m doing alrighht,7,i m doing alrighht,greetings
16,fine and what about you,6,fine and what about you,greetback
4,i can t talk to you at this time thank you,3,i can t talk to you at this time thank you,busy
16,good  you ,6,good  you ,greetback
5,i ve been murdered by mom,4,i ve been murdered by mom,dnc
6,okay,7,okay,greetings
16,yeah i m doing good how you doing,6,yeah i m doing good how you doing,greetback
1,yes what can i do for you ,11,yes what can i do for you ,positive
6,hello fine,7,hello fine,greetings
6,hello i m doing well no ,7,hello i m doing well no ,greetings
14,good is this a machine,2,good is this a machine,bot
5,yeah but i d be feeling good if you take me off this damn call list,4,yeah but i d be feeling good if you take me off this damn call list,dnc
5,do not scam this is damn patty hello ,4,do not scam this is damn patty hello ,dnc
16,i m doing good how are you how can i help you,6,i m doing good how are you how can i help you,greetback
16,fine how are you ,6,fine how are you ,greetback
10,helo,10,helo,other
16,i m alive oh yeah hey wassup,6,i m alive oh yeah hey wassup,greetback
6,very good good,7,very good good,greetings
3,answering machine,1,answering machine,answering_machine
10,who you wanna talk to,10,who you wanna talk to,other
6,ah okay,7,ah okay,greetings
1,ofcourse ,11,ofcourse ,positive
6,feel good,7,feel good,greetings
5,fine why y all keep calling me y all think i m dinosaur i m good,4,fine why y all keep calling me y all think i m dinosaur i m good,dnc
10,would you like to buy some car insurance ,10,would you like to buy some car insurance ,other
5,fucking horrible,4,fucking horrible,dnc
6,pretty good i m not so,7,pretty good i m not so,greetings
2,oh wow  mumbling,8,oh wow  mumbling,negative
10,i cant hear you,10,i cant hear you,other
16,feeling good how are you doing amy,6,feeling good how are you doing amy,greetback
10,like that,10,like that,other
6,oh i m doing  good,7,oh i m doing  good,greetings
16,oh how you doing well,6,oh how you doing well,greetback
6,i am fine  are you selling something ,7,i am fine  are you selling something ,greetings
5,suck my testicle,4,suck my testicle,dnc
6,oh i m doing alright,7,oh i m doing alright,greetings
6,hello i m fine what s the name of it yes no thanks ,7,hello i m fine what s the name of it yes no thanks ,greetings
6,ahh yeah i hear you just fine,7,ahh yeah i hear you just fine,greetings
16,okay amy how are you,6,okay amy how are you,greetback
6,i m doing i m not gonna complain i m doing fine,7,i m doing i m not gonna complain i m doing fine,greetings
8,i m doing okay but i m not  interested in whatever you re selling okay,9,i m doing okay but i m not  interested in whatever you re selling okay,not_intrested
6,i m doing great but you called,7,i m doing great but you called,greetings
16,i am fine thank you and how about you,6,i am fine thank you and how about you,greetback
4,ah i m also busy,3,ah i m also busy,busy
2,i m doing fine but i don t need your help,8,i m doing fine but i don t need your help,negative
10,go ahead,10,go ahead,other
6,i m doing just okay,7,i m doing just okay,greetings
16,well how are you,6,well how are you,greetback
10,who do you like to speak,10,who do you like to speak,other
14,give me a live person,2,give me a live person,bot
10,do you hear me,10,do you hear me,other
6,okay i guess,7,okay i guess,greetings
5,i dont know how the hell i m doing just doing just doing the damn thing,4,i dont know how the hell i m doing just doing just doing the damn thing,dnc
16,alright and you how are you,6,alright and you how are you,greetback
5,yeah this is only the third or fourth call i ve had from you guys today,4,yeah this is only the third or fourth call i ve had from you guys today,dnc
1,yes i am what s the name of your company,11,yes i am what s the name of your company,positive
2,i m alright and i don t need none ,8,i m alright and i don t need none ,negative
9,yo hablo inglis,13,yo hablo inglis,spanish
16,i m doing good are you,6,i m doing good are you,greetback
4,i m little busy what you need,3,i m little busy what you need,busy
16,okay how are you doing today,6,okay how are you doing today,greetback
4,i am busy thank you,3,i am busy thank you,busy
10,what did you say,10,what did you say,other
10,so so,10,so so,other
6,okay why you re calling,7,okay why you re calling,greetings
6,pretty good goodnight right,7,pretty good goodnight right,greetings
6,i m just fine,7,i m just fine,greetings
10,from where do you call,10,from where do you call,other
8,and i don t need anything,9,and i don t need anything,not_intrested
6,i m alright miss amy,7,i m alright miss amy,greetings
6,i am doing pretty good i guess,7,i am doing pretty good i guess,greetings
6,good alright senior,7,good alright senior,greetings
8,no thank you not intersted,9,no thank you not intersted,not_intrested
15,terrible i m just terrible what do you want,12,terrible i m just terrible what do you want,sorry_greeting
6,we re doing fine,7,we re doing fine,greetings
5,okay i had this call couple times already today everybody is doing alright,4,okay i had this call couple times already today everybody is doing alright,dnc
6,i m fine thank you,7,i m fine thank you,greetings
1,oh yeah sure yes yes,11,oh yeah sure yes yes,positive
16,i m doing great whats up,6,i m doing great whats up,greetback
4,i m real busy,3,i m real busy,busy
15,no not too good,12,no not too good,sorry_greeting
6,i m doing just fine thank you,7,i m doing just fine thank you,greetings
1,right,11,right,positive
5,what the hell are you calling about,4,what the hell are you calling about,dnc
6,ah pretty good,7,ah pretty good,greetings
16,i m doing fine amy how are you doing,6,i m doing fine amy how are you doing,greetback
6,well i m alright,7,well i m alright,greetings
10,this is the mars resident who would you like to speak with,10,this is the mars resident who would you like to speak with,other
8,i dont want i do nothing,9,i dont want i do nothing,not_intrested
16,i m doing great amy how are you,6,i m doing great amy how are you,greetback
14,are you capable enough to understand this is a machine,2,are you capable enough to understand this is a machine,bot
9,habla espanol,13,habla espanol,spanish
4,okay i can t talk right now miss,3,okay i can t talk right now miss,busy
1,hello fine hello yes yes yes yes ,11,hello fine hello yes yes yes yes ,positive
10,huh,10,huh,other
4,i m fine in the middle of dinner,3,i m fine in the middle of dinner,busy
3,answering machine,1,answering machine,answering_machine
16,yeah i m fine how are you doing,6,yeah i m fine how are you doing,greetback
6,well i ve been pretty good way,7,well i ve been pretty good way,greetings
6,i m fine i m good,7,i m fine i m good,greetings
5,well same as you called before,4,well same as you called before,dnc
6,i m alright thank you,7,i m alright thank you,greetings
10,how old are you,10,how old are you,other
5,i keep telling you to quit calling me,4,i keep telling you to quit calling me,dnc
6,very good very good,7,very good very good,greetings
15,not well,12,not well,sorry_greeting
10,i am everywhere,10,i am everywhere,other
15,not doing good,12,not doing good,sorry_greeting
8,i m doing fine but i don t need your insurance,9,i m doing fine but i don t need your insurance,not_intrested
1,customer service yes yes yep ,11,customer service yes yes yep ,positive
6,not too bad,7,not too bad,greetings
1,omar yeah,11,omar yeah,positive
5,how many time you re gonna call,4,how many time you re gonna call,dnc
10,oh what did you say,10,oh what did you say,other
6,can you hear me,7,can you hear me,greetings
5,scam,4,scam,dnc
6,oh i m doing good today,7,oh i m doing good today,greetings
16,pretty good amy how about yourself,6,pretty good amy how about yourself,greetback
5,take my name off this calling list,4,take my name off this calling list,dnc
10,i m alive,10,i m alive,other
16,i m fine thank you how are you,6,i m fine thank you how are you,greetback
6,very well thank you,7,very well thank you,greetings
5,hello fine no take me off your list,4,hello fine no take me off your list,dnc
6,i am doing well,7,i am doing well,greetings
6,i am doing fine anny u r calling 3 tim  today,7,i am doing fine anny u r calling 3 tim  today,greetings
1,right,11,right,positive
6,i think i m surviving,7,i think i m surviving,greetings
1,sure i am,11,sure i am,positive
8,i m fine but i m not interested in senior citizen care thank you,9,i m fine but i m not interested in senior citizen care thank you,not_intrested
5,this is government facility and phone how can i help you,4,this is government facility and phone how can i help you,dnc
5,oh amy i ve talked to you about ten thousand times ,4,oh amy i ve talked to you about ten thousand times ,dnc
5,hello i want you to quit calling me ,4,hello i want you to quit calling me ,dnc
16,good how are u,6,good how are u,greetback
5,but she is not the senior citizen you should remove it from your list,4,but she is not the senior citizen you should remove it from your list,dnc
6,not usual,7,not usual,greetings
5,take me off your list please,4,take me off your list please,dnc
5,i think i heard you before thank you,4,i think i heard you before thank you,dnc
1,yes yes,11,yes yes,positive
16,pretty good how about you,6,pretty good how about you,greetback
16,i m doing fine thank you  how are you ,6,i m doing fine thank you  how are you ,greetback
6,i m doing fine amy,7,i m doing fine amy,greetings
6,alright amy,7,alright amy,greetings
5,piss off,4,piss off,dnc
4,can you call a  little bit later i m in a hospital right now okay,3,can you call a  little bit later i m in a hospital right now okay,busy
6,hello i m fine fine no thankyou,7,hello i m fine fine no thankyou,greetings
8,amy wait i am not a senior citizen so i don t need the care,9,amy wait i am not a senior citizen so i don t need the care,not_intrested
16,oh i am just great how are you doing today,6,oh i am just great how are you doing today,greetback
15,i m sick amy,12,i m sick amy,sorry_greeting
13,okay but i dont need i got my insurance take care of all stuff,0,okay but i dont need i got my insurance take care of all stuff,already_insured
6,hello hello hello hello hello hello,7,hello hello hello hello hello hello,greetings
6,not bad pretty good considering,7,not bad pretty good considering,greetings
10,silence,10,silence,other
6,i m doing fine mam what do you need,7,i m doing fine mam what do you need,greetings
6,hello hello i m doing fine what can i do for you ,7,hello hello i m doing fine what can i do for you ,greetings
10,hmm mm hmm,10,hmm mm hmm,other
16,doing terrible thank you you,6,doing terrible thank you you,greetback
16,sup,6,sup,greetback
6,i m doing fine what can i do for you,7,i m doing fine what can i do for you,greetings
6,i m doing pretty good thank you,7,i m doing pretty good thank you,greetings
6,pretty good,7,pretty good,greetings
10,sober,10,sober,other
4,on the way okay,3,on the way okay,busy
6,oh fair,7,oh fair,greetings
6,i m good good today i don t know about tomorrow,7,i m good good today i don t know about tomorrow,greetings
6,i m fine what is this about,7,i m fine what is this about,greetings
6,fine  i got covid 19,7,fine  i got covid 19,greetings
4,i m doing alright i can t take your call right now,3,i m doing alright i can t take your call right now,busy
6,oh man great,7,oh man great,greetings
6,just fine,7,just fine,greetings
10,you come from where ,10,you come from where ,other
1,hello yeah hello okay ,11,hello yeah hello okay ,positive
5,a third call from your organization today,4,a third call from your organization today,dnc
10,uhh i m young,10,uhh i m young,other
10,what you want ,10,what you want ,other
4,i m okay but i can t talk right now,3,i m okay but i can t talk right now,busy
6,good yup maybe maybe okay ,7,good yup maybe maybe okay ,greetings
16,alright  hope you are ,6,alright  hope you are ,greetback
6,well i guess  still alright i guess,7,well i guess  still alright i guess,greetings
16,good thank you how are you,6,good thank you how are you,greetback
5,how many times you fucking call me i said leave me alone,4,how many times you fucking call me i said leave me alone,dnc
6,uh i m okay,7,uh i m okay,greetings
16,oh i m doing fine how about yourself,6,oh i m doing fine how about yourself,greetback
5,anny u r recorded and u r call me about 3 times how about not doing any more okay ,4,anny u r recorded and u r call me about 3 times how about not doing any more okay ,dnc
16,hi amy how are you,6,hi amy how are you,greetback
5,hello not your business hang up i don t like you to call ,4,hello not your business hang up i don t like you to call ,dnc
10,can you hear me,10,can you hear me,other
8,i m fine amy but i have to tell you this that i m not interested,9,i m fine amy but i have to tell you this that i m not interested,not_intrested
6,i m very good,7,i m very good,greetings
6,amy what do you want,7,amy what do you want,greetings
15,i m sorry what s your name,12,i m sorry what s your name,sorry_greeting
6,just fine,7,just fine,greetings
6,good good thank you,7,good good thank you,greetings
6,doing fine what can i do for you,7,doing fine what can i do for you,greetings
16,i am doing fine how about you,6,i am doing fine how about you,greetback
6,i am doing well did you know that god love you,7,i am doing well did you know that god love you,greetings
5,how many times have you called here amy dont want nothing,4,how many times have you called here amy dont want nothing,dnc
6,mam doing alright,7,mam doing alright,greetings
6,i am okay i m good,7,i am okay i m good,greetings
6,fine mam,7,fine mam,greetings
1,yeah am,11,yeah am,positive
10,why do you call what you want,10,why do you call what you want,other
6,i am good mam,7,i am good mam,greetings
6,doing alright,7,doing alright,greetings
1,hello hello okay ,11,hello hello okay ,positive
15,actually we are not feeling good we are in hospital right now,12,actually we are not feeling good we are in hospital right now,sorry_greeting
1,oh that was for oh yeah,11,oh that was for oh yeah,positive
6,doing well what can i do for you,7,doing well what can i do for you,greetings
5,amy i wish you quit calling me you called three times here bye,4,amy i wish you quit calling me you called three times here bye,dnc
2,mam there s no one here that s a senior citizen,8,mam there s no one here that s a senior citizen,negative
6,doing alright ,7,doing alright ,greetings
6,mam like i was when i talked to you yesterday,7,mam like i was when i talked to you yesterday,greetings
13,okay but i have got all the insurance,0,okay but i have got all the insurance,already_insured
10,am a ninety,10,am a ninety,other
6,i am doing okay,7,i am doing okay,greetings
6,yeah i m good how did y all get my number,7,yeah i m good how did y all get my number,greetings
16,man i am doing better than i deserve a me how are you,6,man i am doing better than i deserve a me how are you,greetback
16,doing pretty good how you doing,6,doing pretty good how you doing,greetback
6,not real bad,7,not real bad,greetings
10,much real,10,much real,other
15, ah me today no not good ,12, ah me today no not good ,sorry_greeting
10,i m ninety one years old,10,i m ninety one years old,other
16,fine and you how may i help you,6,fine and you how may i help you,greetback
10,do you believe in god,10,do you believe in god,other
6,excellent,7,excellent,greetings
5,i am fine but quit calling ,4,i am fine but quit calling ,dnc
6,hello i m above ground,7,hello i m above ground,greetings
1,yes i do i pay all my bills i do all rub it,11,yes i do i pay all my bills i do all rub it,positive
10,mumbling,10,mumbling,other
5,since may i ve talked to you many many times,4,since may i ve talked to you many many times,dnc
15,not doing pretty good,12,not doing pretty good,sorry_greeting
15,horrible  ,12,horrible  ,sorry_greeting
10,american what,10,american what,other
5,did you hear me like killing,4,did you hear me like killing,dnc
16,well fair amy just fair how are you doing,6,well fair amy just fair how are you doing,greetback
2,i m not no senior,8,i m not no senior,negative
10,thank you,10,thank you,other
10,pretty good was but now i got a caller,10,pretty good was but now i got a caller,other
2,i dont know what you selling,8,i dont know what you selling,negative
15,not comfortable,12,not comfortable,sorry_greeting
10,yep,10,yep,other
10,you are who,10,you are who,other
6,i m spectacular,7,i m spectacular,greetings
6,i am doing okay anny can u hear me,7,i am doing okay anny can u hear me,greetings
16,fine mam how you doing,6,fine mam how you doing,greetback
8,i m doing fine thank you i don t need anything,9,i m doing fine thank you i don t need anything,not_intrested
16,i m okay whats going on,6,i m okay whats going on,greetback
16,i m doing okay thank you how are you,6,i m doing okay thank you how are you,greetback
15,i m terrible,12,i m terrible,sorry_greeting
1,ah i guess i am,11,ah i guess i am,positive
6,i m fine amy from where,7,i m fine amy from where,greetings
4,i m doing what i m doing ha ha i m busy right now how can i help you,3,i m doing what i m doing ha ha i m busy right now how can i help you,busy
1,yes i am,11,yes i am,positive
10,i didn t hear what you say it,10,i didn t hear what you say it,other
4,yeah but i m on my way up to do i have a doctor s appointment,3,yeah but i m on my way up to do i have a doctor s appointment,busy
4,i m quite busy thank you,3,i m quite busy thank you,busy
10,what can i do for you ,10,what can i do for you ,other
16,i m doing great mam how are you and what do you have to say,6,i m doing great mam how are you and what do you have to say,greetback
16,okay mam how about you,6,okay mam how about you,greetback
10,no asnwer,10,no asnwer,other
15,i m sick what can i do for you,12,i m sick what can i do for you,sorry_greeting
1,yeah i am,11,yeah i am,positive
6,uh okay,7,uh okay,greetings
5,i just finished talking to you and tell you about what s not interested please don t keep calling me time after time,4,i just finished talking to you and tell you about what s not interested please don t keep calling me time after time,dnc
10,what are you calling about,10,what are you calling about,other
6,i m doing good how are you,7,i m doing good how are you,greetings
15,not good i wanna be left alone,12,not good i wanna be left alone,sorry_greeting
7,not a senior citizen,5,not a senior citizen,dnq
15,i m very sick sorry,12,i m very sick sorry,sorry_greeting
5,ah before you called i was fine i thought you ll never call me,4,ah before you called i was fine i thought you ll never call me,dnc
6,hello a representative,7,hello a representative,greetings
5,amy this is the third time you ve called me today that s too many time,4,amy this is the third time you ve called me today that s too many time,dnc
16,good how are you,6,good how are you,greetback
6,i m feeling good mam,7,i m feeling good mam,greetings
6,just fine thank you,7,just fine thank you,greetings
16,fine and you tell,6,fine and you tell,greetback
5,no spam call,4,no spam call,dnc
6,i guess wonderful amy i guess wonderful,7,i guess wonderful amy i guess wonderful,greetings
10,what you want,10,what you want,other
10,ma am,10,ma am,other
10,you talking too fast for me i m having trouble put up with you what is taht you want,10,you talking too fast for me i m having trouble put up with you what is taht you want,other
1,ah somehwat,11,ah somehwat,positive
16,i m doing alright honey how you,6,i m doing alright honey how you,greetback
4,ahhh right now i am on the road driving,3,ahhh right now i am on the road driving,busy
5,you call me every single day why you call me everyday,4,you call me every single day why you call me everyday,dnc
6,great,7,great,greetings
16,i m fine amy again how are you,6,i m fine amy again how are you,greetback
15,oh amy i still want to relax lady i m knackered,12,oh amy i still want to relax lady i m knackered,sorry_greeting
13,yes but that all we taken care of,0,yes but that all we taken care of,already_insured
1,sure are you,11,sure are you,positive
10,for where if i want to ignore,10,for where if i want to ignore,other
